,name,p_np,smile,ExactMass,CID,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,XLogP
547,isoxicam,0,CN1C(=C(\O)Nc2cc(C)on2)/C(=O)c3ccccc3[S]1(=O)=O,-1,,,,,,
548,Levallorphan,1,Oc1ccc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC=C)c2c1,283.193614421,5359371.0,408.0,0.0,1.0,2.0,3.5
549,lomefloxacin,0,CCN1C=C(C(O)=O)C(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c12,351.13944780,3948.0,586.0,0.0,2.0,8.0,-0.8
550,loperamide,0,CN(C)C(=O)C(CCN1CCC(O)(CC1)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,476.2230560,3955.0,623.0,0.0,1.0,3.0,5.0
551,clomipramine,1,CN(C)CCCN1c2ccccc2CCc3ccc(Cl)cc13,314.1549764,2801.0,346.0,0.0,0.0,2.0,5.2
552,clonazepam,1,[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1,315.0410689,2802.0,491.0,0.0,1.0,4.0,2.4
553,clopenthixol,1,OCCN1CCN(CC\C=C/2c3ccccc3Sc4ccc(Cl)cc24)CC1,-1,,,,,,
554,clopimozide,1,Fc1ccc(cc1)C(CCCN2CCC(CC2)N3C(=O)Nc4cc(Cl)ccc34)c5ccc(F)cc5,495.1888965,65449.0,668.0,0.0,1.0,4.0,6.9
555,cocaine,1,COC(=O)[C@H]1[C@H](CC2CCC1N2C)OC(=O)c3ccccc3,303.14705815,5760.0,432.0,0.0,0.0,5.0,2.3
556,codeine,1,COc1ccc2C[C@@H]3[C@@H]4C=C[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,299.15214353,5284371.0,509.0,0.0,1.0,4.0,1.1
557,cyclazocine,1,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC4CC4,271.193614421,19143.0,380.0,0.0,1.0,2.0,2.6
558,cyclophenazine,1,FC(F)(F)c1ccc2Sc3ccccc3N(CCCN4CCN(CC4)C5CC5)c2c1,433.17995350,28690.0,577.0,0.0,0.0,7.0,5.6
559,deanol,1,CN(C)CCO,89.084063974,7902.0,28.0,0.0,1.0,2.0,-0.4
560,demerol,1,[H+].[Cl-].CCOC(=O)C1(CCN(C)CC1)c2ccccc2,283.1339066,68495144.0,276.0,0.0,1.0,4.0,
561,Trichloroethylene,1,ClC=C(Cl)Cl,129.914383,6575.0,42.0,0.0,0.0,0.0,2.6
562,Trichloromethane,1,ClC(Cl)Cl,117.914383,6212.0,8.0,0.0,0.0,0.0,2.3
563,Y-G14,1,c1c(nccc1)CCNC,136.100048391,2366.0,83.0,0.0,1.0,2.0,0.4
564,Y-G15,1,c1c(nccc1)CCN(C)C,150.115698455,80554.0,102.0,0.0,0.0,2.0,0.8
565,Y-G16,1,n1c(scc1)CCN,128.04081944,87653.0,67.0,0.0,1.0,3.0,0.3
566,Y-G19,0,n1c(scc1c1ccccc1)CCN,204.07211956,1497794.0,169.0,0.0,1.0,3.0,2.0
567,Y-G20,0,c1c(nc2n1cccc2)CCN,161.095297364,7536516.0,149.0,0.0,1.0,2.0,1.1
568,m-Xylene,1,Cc1cccc(C)c1,106.078250319,7929.0,58.0,0.0,0.0,0.0,3.2
569,loratadine,0,CCOC(=O)N1CCC(CC1)=C2c3ccc(Cl)cc3CCc4cccnc24,382.1448057,3957.0,569.0,0.0,0.0,3.0,5.2
570,meloxicam,0,CN1C(=C(/O)Nc2sc(C)cn2)/C(=O)c3ccccc3[S]1(=O)=O,-1,,,,,,
571,Nalorphine,1,O[C@H]1C=C[C@H]2[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC=C)c45,311.15214353,5284595.0,549.0,0.0,2.0,4.0,1.9
572,naltrexone,1,Oc1ccc2C[C@H]3N(CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O)CC6CC6,341.16270821,5360515.0,621.0,0.0,2.0,5.0,1.9
573,norfloxacin,0,CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N3CCNCC3,319.13321961,4539.0,519.0,0.0,2.0,7.0,-1.0
574,pefloxacin,0,CCN1C=C(C(O)=O)C(=O)c2cc(F)c(cc12)N3CCN(C)CC3,333.14886967,51081.0,545.0,0.0,1.0,7.0,0.3
575,piroxicam,0,CN1C(=C(/O)Nc2ccccn2)/C(=O)c3ccccc3[S]1(=O)=O,-1,,,,,,
576,roxindole,1,C[S](O)(=O)=O.Oc1ccc2[nH]cc(CCCCN3CCC(=CC3)c4ccccc4)c2c1,442.19262862,3035894.0,563.0,0.0,3.0,5.0,
577,deserpidine,1,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c6cc(OC)c(OC)c(OC)c6,578.26281617,8550.0,953.0,0.0,1.0,9.0,4.1
578,desipramine,1,CNCCCN1c2ccccc2CCc3ccccc13,266.178298710,2995.0,267.0,0.0,1.0,2.0,4.9
579,diazepam,1,CN1C(=O)CN=C(c2ccccc2)c3cc(Cl)ccc13,284.0716407,3016.0,403.0,0.0,0.0,2.0,3.0
580,dihydrocodeine,1,COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,301.16779360,5284543.0,471.0,0.0,1.0,4.0,2.2
581,dihydromorphine,1,CN1CCC23C4CCC(O)C2Oc5c(O)ccc(CC14)c35,287.15214353,273032.0,457.0,0.0,2.0,4.0,1.8
582,diphenhydramine,1,CN(C)CCOC(c1ccccc1)c2ccccc2,255.162314293,3100.0,211.0,0.0,0.0,2.0,3.3
583,diphenhylhydantoin,1,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,252.089877630,1775.0,350.0,0.0,2.0,2.0,2.5
584,dixyrazine,1,CC(CN1CCN(CCOCCO)CC1)CN2c3ccccc3Sc4ccccc24,427.22934848,17182.0,481.0,0.0,1.0,6.0,3.7
585,DMT,1,COC(=O)c1ccc(cc1)C(=O)OC,194.05790880,8441.0,192.0,0.0,0.0,4.0,2.2
586,o-Xylene,1,Cc1ccccc1C,106.078250319,7237.0,56.0,0.0,0.0,0.0,3.1
587,p-Xylene,1,Cc1ccc(C)cc1,106.078250319,7809.0,48.0,0.0,0.0,0.0,3.2
588,2-propanol,1,CC(C)O,60.057514874,3776.0,10.0,0.0,1.0,1.0,0.3
589,Carbamazepineepoxide,1,NC(=O)N1c2ccccc2C3OC3c4ccccc14,252.089877630,2555.0,358.0,0.0,1.0,2.0,1.3
590,SB-222200,1,c12c(nc(c(c1C(N[C@@H](CC)c1ccccc1)=O)C)c1ccccc1)cccc2,380.188863393,6604009.0,523.0,0.0,1.0,2.0,5.9
591,Tertbutylchlorambucil,1,c1cc(ccc1CCCC(OC(C)(C)C)=O)N(CCCl)CCCl,359.1418845,83909.0,330.0,0.0,0.0,3.0,3.0
592,Delavirdine,0,CC(C)Nc1cccnc1N2CCN(CC2)C(=O)c3[nH]c4ccc(N[S](C)(=O)=O)cc4c3,456.19435995,5625.0,749.0,0.0,3.0,7.0,2.4
593,Ebastine,0,CC(C)(C)c1ccc(cc1)C(=O)CCCN2CCC(CC2)OC(c3ccccc3)c4ccccc4,469.298079487,3191.0,594.0,0.0,0.0,3.0,7.2
594,Pirenzepine,1,CN1CCN(CC1)CC(=O)N2c3ccccc3C(=O)Nc4cccnc24,351.16952493,4848.0,534.0,0.0,1.0,5.0,0.1
595,RP60180,1,c1ccc2N([C@H](CN3CCCC3)C)c3c(ccc(C(=O)NCCC)c3)Sc2c1,395.20313373,14536538.0,524.0,0.0,1.0,4.0,4.9
596,rufloxacin,0,CN1CCN(CC1)c2c(F)cc3C(=O)C(=CN4CCSc2c34)C(O)=O,363.10529078,58258.0,608.0,0.0,1.0,8.0,-0.3
597,salbutamol,0,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,239.15214353,2083.0,227.0,0.0,4.0,4.0,0.3
598,Sankyo,1,c1(ccc(c(c1)Cl)Cl)CC(=O)N1[C@H](C[N@@](C)CC1)CN1CCCC1,369.1374678,44309990.0,431.0,0.0,0.0,3.0,3.0
599,SB201708,1,c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN2CCCC2)c2n(CC1)ccn2)=O,392.1170667,44310539.0,502.0,0.0,0.0,3.0,2.5
600,SB204454,0,c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](C[C@]2(CC1)NC(NC2=O)=O)CN1CCCC1)=O,-1,0.0,,,,,
601,SB204459,0,c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](C[N@@]2C[C@@H](CC2)O)c2n(CC1)ccn2)=O,408.1119813,44310065.0,540.0,0.0,1.0,4.0,1.5
602,SB204484,1,c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](CN2CCCC2)c2n(CC1)ncn2)=O,393.1123157,44310743.0,504.0,0.0,0.0,4.0,2.5
603,SB205563,0,c1(ccc(c(c1)Cl)Cl)CC(N1[C@@H](C[N@@]2C[C@@H](CC2)O)C[N@](CC1)CCO)=O,415.1429471,44310721.0,499.0,0.0,2.0,5.0,1.3
604,doxepin,1,[H+].[Cl-].CN(C)CC\C=C/1c2ccccc2COc3ccccc13,-1,,,,,,
605,doxylamine succinate,1,CN(C)CCOC(C)(c1ccccc1)c2ccccn2.OC(=O)CCC(O)=O,388.19982200,11224.0,369.0,0.0,2.0,7.0,
606,droperidol,1,Fc1ccc(cc1)C(=O)CCCN2CCC(=CC2)N3C(=O)Nc4ccccc34,379.16960512,3168.0,615.0,0.0,1.0,4.0,3.5
607,ectylurea,1,CC\C(=C/C)C(=O)NC(N)=O,-1,,,,,,
608,emylcamate,1,CCC(C)(CC)OC(N)=O,145.110278721,6526.0,119.0,0.0,1.0,2.0,1.5
609,estazolam,1,Clc1ccc2n3cnnc3CN=C(c4ccccc4)c2c1,294.0672241,3261.0,407.0,0.0,0.0,3.0,1.7
610,etaqualone,1,CCc1ccccc1N2C(=Nc3ccccc3C2=O)C,264.126263138,23914.0,404.0,0.0,0.0,2.0,2.9
611,etazolate,1,CCOC(=O)c1cnc2n(CC)ncc2c1NN=C(C)C,289.15387487,3277.0,397.0,0.0,1.0,6.0,2.1
612,ethchlorvynol,1,CCC(O)(\C=C\Cl)C#C,-1,,,,,,
613,ethinamate,1,NC(=O)OC1(CCCCC1)C#C,-1,,,,,,
614,5-6,1,s1cc(CSCCN\C(NC)=[NH]\C#N)nc1\[NH]=C(\N)N,-1,,,,,,
615,5-66,1,c1cc(CCNC)ncc1,136.100048391,2366.0,83.0,0.0,1.0,2.0,0.4
616,5-67,1,c1cc(CCN(C)C)ncc1,150.115698455,80554.0,102.0,0.0,0.0,2.0,0.8
617,5-68,1,s1c(ncc1)CCN,128.04081944,87653.0,67.0,0.0,1.0,3.0,0.3
618,5-69,1,c1nc(C2CCN(CC2)C(NC2CCCCC2)=S)c[nH]1,292.17216796,3035905.0,322.0,0.0,2.0,2.0,2.4
619,7-K06,1,c1ccc2Oc3c(cc(cc3)Cl)[C@@H]3[C@@H](c2c1)C[N@](CC3)C,-1,0.0,,,,,
620,7-K08,1,c1c(Cl)nc(N2CCN(CCCCN3C(CCC3)=O)CC2)cc1C(F)(F)F,-1,0.0,,,,,
621,7-K10,1,c1ccc2Oc3c(cc(cc3)Cl)[C@@H]3[C@@H](c2c1)CNCC3,-1,0.0,,,,,
622,SB205605,0,c1(ccc(c(c1)Cl)Cl)CC(N1[C@H](C[N@@]2C[C@@H](CC2)O)c2c(CC1)[nH]cn2)=O,-1,0.0,,,,,
623,skb_a,1,c1ccc2nc(c(c(C(N[C@@H](CC)c3ccccc3)=O)c2c1)O)c1ccccc1,382.168127949,5311424.0,527.0,0.0,2.0,3.0,5.7
624,skb_c,1,c1cc2c(C(N[C@@H](CC)c3ccccc3)=O)c(c(nc2cc1)c1ccccc1)OCCCN(C)C,467.25727730,10695575.0,629.0,0.0,1.0,4.0,5.9
625,skb-d,0,c1cc2c(C(N[C@@H](CC)c3ccccc3)=O)c(c(nc2cc1)c1ccccc1)OCC(O)=O,440.17360725,9846078.0,644.0,0.0,2.0,5.0,5.1
626,skb-e,0,c1cc2c(C(N[C@@H](CC)c3ccccc3)=O)c(c(c3ccccc3)nc2cc1)OCCCC(O)=O,468.20490738,9912474.0,674.0,0.0,2.0,5.0,5.4
627,skb-f,0,c1ccc2c(c(C(N[C@@H](CC)c3ccccc3)=O)c(OCCNC(Cc3c(cccc3)C(=O)O)=O)c(c3ccccc3)n2)c1,587.24202116,20679021.0,933.0,0.0,3.0,6.0,6.0
628,skb-g,0,c1cc2c(c(OCCNC(Cc3ncccc3)=O)c(c3ccccc3)nc2cc1)C(N[C@@H](CC)c1ccccc1)=O,544.24744090,70250504.0,812.0,0.0,2.0,5.0,5.4
629,skb-h,0,c1cc2c(c(c(c3ccccc3)nc2cc1)OCCNC([C@@H]1CCCN1)=O)C(=O)N[C@@H](CC)c1ccccc1,-1,0.0,,,,,
630,skb-i,0,c1cc2c(C(N[C@@H](CC)c3ccccc3)=O)c(c(nc2cc1)c1ccccc1)Cn1cncc1,-1,0.0,,,,,
631,sparfloxacin,0,C[C@H]1CN(C[C@@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(O)=O,392.16599690,60464.0,691.0,0.0,3.0,9.0,0.1
632,ethosuximide,1,CCC1(C)CC(=O)NC1=O,141.078978594,3291.0,188.0,0.0,1.0,2.0,0.4
633,etymemazine,1,CCc1ccc2Sc3ccccc3N(CC(C)CN(C)C)c2c1,326.18167001,71823.0,373.0,0.0,0.0,3.0,5.5
634,flupentixol,1,OCCN1CCN(CC\C=C/2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,-1,,,,,,
635,fluphenazine,1,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,437.17486812,3372.0,544.0,0.0,1.0,8.0,4.4
636,flurazepam,1,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c3cc(Cl)ccc13,387.1513682,3393.0,540.0,0.0,0.0,4.0,3.0
637,glaziovine,1,COc1cc2CCN(C)C3CC4(C=CC(=O)C=C4)c(c1O)c23,297.13649347,65631.0,525.0,0.0,1.0,4.0,2.2
638,glutethimide,1,CCC1(CCC(=O)NC1=O)c2ccccc2,217.110278721,3487.0,294.0,0.0,1.0,2.0,1.9
639,haloperidol,1,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3,375.1401348,3559.0,451.0,0.0,1.0,4.0,3.2
640,harmalol,1,CC1=C2NC3=CC(=O)C=CC3=C2C=CN1,198.079312947,68094.0,516.0,0.0,2.0,3.0,0.7
641,harman,1,Cc1nccc2c1[nH]c3ccccc23,182.084398327,5281404.0,216.0,0.0,1.0,1.0,3.6
642,12,0,c1c(c(ncc1)CSCCN\C(=[NH]\C#N)NCC)Br,-1,,,,,,
643,14,1,c1cc(ncc1)CSCCNc1c(cc[nH]1)[N+](=O)[O-],278.08374688,14022481.0,287.0,0.0,2.0,5.0,2.5
644,15,1,c1(cc(nc(c1C)C)C(SC(CNc1c(cc[nH]1)[N+](=O)[O-])(C)C)(C)C)C,-1,0.0,,,,,
645,16,1,n1c(csc1\[NH]=C(\N)N)c1ccccc1,219.07044254,6346355.0,234.0,1.0,3.0,2.0,1.8
646,17,0,n1c(csc1\[NH]=C(\N)N)c1cccc(c1)N,-1,0.0,,,,,
647,18,0,n1c(csc1\[NH]=C(\N)N)c1cccc(c1)NC(C)=O,-1,0.0,,,,,
648,19,0,n1c(csc1\[NH]=C(\N)N)c1cccc(c1)N\C(NC)=[NH]\C#N,-1,,,,,,
649,2,1,s1cc(nc1\[NH]=C(\N)N)C,157.05479248,6928896.0,143.0,1.0,3.0,2.0,0.5
650,22,1,c1(c(oc(c1C)C(N(C(C)(N)C)C(N)(C)C)(C)C)C)C.C[NH+]O.[OH-],-1,0.0,,,,,
651,23,1,[NH]C(CC(C)C([N@@](C(C)(C)C)C(N)(C)N)(C)C)c1c(c(c[nH+][o+]1)C)[O-],-1,0.0,,,,,
652,tamitinol,1,CCNCc1c(O)c(C)ncc1CSC,226.11398438,3085156.0,180.0,0.0,2.0,4.0,1.2
653,tenoxicam,0,CN1C(=C(\O)Nc2ccccn2)/C(=O)c3sccc3[S]1(=O)=O,-1,,,,,,
654,terfenadine,0,CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,471.313729551,5405.0,582.0,0.0,2.0,3.0,6.6
655,U50488,1,CN(C1CCCC[C@H]1N2CCCC2)C(=O)Cc3ccc(Cl)c(Cl)c3,368.1422188,68616.0,428.0,0.0,0.0,2.0,4.4
656,heroin,1,CN1CC[C@]23[C@H]4Oc5c(OC(C)=O)ccc(C[C@@H]1[C@@H]2C=C[C@@H]4OC(C)=O)c35,369.15762283,5462328.0,692.0,0.0,0.0,6.0,1.5
657,hexapropymate,1,NC(=O)OC1(CCCCC1)CC#C,-1,,,,,,
658,homophenazine,1,[H+].[H+].[Cl-].[Cl-].OCCN1CCCN(CCCN2c3ccccc3Sc4cc(ccc24)C(F)(F)F)CC1,523.1438736,92030966.0,567.0,0.0,3.0,10.0,
659,hydrocodone,1,COc1ccc2C[C@@H]3[C@@H]4CCC(=O)[C@@H]5Oc1c2[C@]45CCN3C,299.15214353,5284569.0,509.0,0.0,0.0,4.0,2.2
660,hydroxyphenamate,1,CCC(O)(COC(N)=O)c1ccccc1,209.10519334,5752.0,214.0,0.0,2.0,3.0,1.1
661,hydroxyzine,1,OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3,374.1761058,3658.0,376.0,0.0,1.0,4.0,3.7
662,imipramine,1,CN(C)CCCN1c2ccccc2CCc3ccccc13,280.193948774,3696.0,291.0,0.0,0.0,2.0,4.8
663,ketamine,1,CNC1(CCCCC1=O)c2ccccc2Cl,237.0920418,3821.0,269.0,0.0,1.0,2.0,2.2
664,kynurenic acid,1,OC(=O)C1=CC(=O)c2ccccc2N1,189.042593085,3845.0,309.0,0.0,2.0,4.0,1.3
665,24,1,C1CN(CCC1)Cc1cccc(c1)OCCCNC(=O)C,290.199428076,9971484.0,303.0,0.0,1.0,3.0,2.2
666,25,1,C1CN(CCC1)Cc1cccc(c1)OCCCNC(=O)c1ccccc1,352.215078140,10498206.0,403.0,0.0,1.0,3.0,3.8
667,26,1,C1CN(CCC1)Cc1cccc(c1)OCCCO,249.172878976,10444765.0,217.0,0.0,1.0,3.0,2.8
668,27,1,C1CN(CCC1)Cc1cccc(c1)OCCCNc1ncccc1,325.215412493,10019237.0,333.0,0.0,1.0,4.0,4.4
669,28,1,C1CN(CCC1)Cc1cccc(c1)OCCCNc1nccs1,331.17183360,14022497.0,325.0,0.0,1.0,5.0,4.5
670,30,1,C1CN(CCC1)Cc1cccc(c1)OCCCNc1nc2c(o1)cccc2,365.21032711,14022499.0,430.0,0.0,1.0,5.0,4.8
671,4,0,c1c(oc(c1)CN(C)C)CSCCNc1nc(c(c[nH]1)Cc1cc2c(cc1)cccc2)=O,448.19329732,14022522.0,695.0,0.0,2.0,5.0,3.4
672,8-5,0,CN(C)Cc1oc(cc1)CSCCNC=1NC=C(CN1)Cc1cnc(cc1)C,-1,0.0,,,,,
673,BBcpd10,0,c1(nccc(c1)c1nc([nH]n1)N)N(C)C,204.11234441,12889418.0,209.0,0.0,2.0,5.0,0.9
674,9-C1,1,n1(c(c2nc[nH]c2n(c1=O)C)=O)C,180.06472551,2153.0,267.0,0.0,1.0,3.0,0.0
675,lenperone,1,Fc1ccc(cc1)C(=O)CCCN2CCC(CC2)C(=O)c3ccc(F)cc3,371.16968530,32593.0,489.0,0.0,0.0,5.0,4.0
676,levorphanol,1,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc4ccc(O)cc34,257.177964357,5359272.0,357.0,0.0,1.0,2.0,3.1
677,lidocaine,1,CCN(CC)CC(=O)Nc1c(C)cccc1C,234.173213330,3676.0,228.0,0.0,1.0,2.0,2.3
678,lorazepam,1,OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,320.0119330,3958.0,443.0,0.0,2.0,3.0,2.4
679,lorcainide,1,CC(C)N1CCC(CC1)N(C(=O)Cc2ccccc2)c3ccc(Cl)cc3,370.1811912,42884.0,433.0,0.0,0.0,2.0,4.6
680,meclofenoxate,1,CN(C)CCOC(=O)COc1ccc(Cl)cc1,257.0818711,4039.0,228.0,0.0,0.0,4.0,2.5
681,mecloqualone,1,CC1=Nc2ccccc2C(=O)N1c3ccccc3Cl,270.0559907,9567.0,396.0,0.0,0.0,2.0,2.8
682,medazepam,1,CN1CCN=C(c2ccccc2)c3cc(Cl)ccc13,270.0923762,4041.0,336.0,0.0,0.0,2.0,4.4
683,meprobamate,1,CCCC(C)(COC(N)=O)COC(N)=O,218.12665706,4064.0,212.0,0.0,2.0,4.0,0.7
684,9-C15,1,c1c2CCOc2c(cc1OC)CN[C@@H]1CCCN[C@H]1c1ccccc1,-1,0.0,,,,,
685,9-C17,1,c1(cc(N\C(=[NH]\c2cccc(c2)CC)C)ccc1)CC,-1,0.0,,,,,
686,9-C7,1,c1(c(cc2n(ncc2c1)CCN)Cl)Cl,229.0173527,44214615.0,203.0,0.0,1.0,2.0,1.8
687,Abacavir,1,Nc1nc(NC2CC2)c3ncn([C@@H]4C[C@H](CO)C=C4)c3n1,286.15420922,441300.0,414.0,0.0,3.0,6.0,0.9
688,Acebutolol,1,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O,336.20490738,1978.0,401.0,0.0,3.0,5.0,1.7
689,Aciclovir,1,NC1=NC(=O)c2ncn(COCCO)c2N1,225.08618923,135398513.0,308.0,0.0,3.0,5.0,-1.9
690,Albendazole,1,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,265.08849790,2082.0,291.0,0.0,2.0,4.0,2.9
691,Amifostine,0,NCCCNCCS[P](O)(O)=O,214.05410052,2141.0,152.0,0.0,4.0,6.0,-4.5
692,mescaline,1,COc1cc(CCN)cc(OC)c1OC,211.12084340,4076.0,163.0,0.0,1.0,4.0,0.7
693,mesoridazine,1,CN1CCCCC1CCN2c3ccccc3Sc4ccc(cc24)[S](C)=O,386.14865580,4078.0,502.0,0.0,0.0,5.0,4.5
694,methamphetamine,1,CN[C@@H](C)Cc1ccccc1,149.120449483,10836.0,95.0,0.0,1.0,1.0,2.1
695,methaqualone,1,Cc1ccccc1N2C(=Nc3ccccc3C2=O)C,250.110613074,6292.0,390.0,0.0,0.0,2.0,2.5
696,methocarbamol,1,COc1ccccc1OCC(O)COC(N)=O,241.09502258,4107.0,236.0,0.0,2.0,5.0,0.6
697,methopromazine,1,COc1ccc2Sc3ccccc3N(CCCN(C)C)c2c1,314.14528450,18847.0,352.0,0.0,0.0,4.0,4.9
698,methotrimeprazine,1,COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,328.16093457,72287.0,378.0,0.0,0.0,4.0,4.7
699,methylpentynol,1,CCC(C)(O)C#C,-1,,,,,,
700,methylphenidate,1,COC(=O)C(C1CCCCN1)c2ccccc2,233.141578849,4158.0,249.0,0.0,1.0,3.0,0.2
701,methyprylon,1,CCC1(CC)C(=O)NCC(C)C1=O,183.125928785,4162.0,231.0,0.0,1.0,2.0,0.8
702,Amikacin,1,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O,585.28573644,37768.0,819.0,0.0,13.0,17.0,-7.9
703,Aminosalicylicacid,0,Nc1ccc(C(O)=O)c(O)c1,153.042593085,4649.0,160.0,0.0,3.0,4.0,1.3
704,Cytarabine,1,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O,243.08552052,6253.0,383.0,0.0,4.0,5.0,-2.1
705,Dacarbazine,1,CN(C)N\N=C/1N=CN=C1C(N)=O,-1,,,,,,
706,Daunorubicin,0,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(C)=O,527.17914612,30323.0,960.0,0.0,5.0,11.0,1.8
707,Demeclocycline,0,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4c(Cl)ccc(O)c4C(=C3C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O)O,-1,,,,,,
708,Desmethylclobazam,1,Clc1ccc2NC(=O)CC(=O)N(c3ccccc3)c2c1,286.0509053,89657.0,395.0,0.0,1.0,2.0,1.9
709,Desmonomethylpromazine,1,CNCCCN1c2ccccc2Sc3ccccc13,270.11906976,28315.0,262.0,0.0,1.0,3.0,4.1
710,Dexrazoxane,0,C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,268.11715500,71384.0,404.0,0.0,2.0,6.0,-1.4
711,midazolam maleate,1,Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12.OC(=O)\C=C/C(O)=O,-1,,,,,,
712,moperone,1,Cc1ccc(cc1)C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2,355.19475723,4249.0,445.0,0.0,1.0,4.0,3.0
713,morphine,1,CN1CC[C@]23[C@H]4Oc5c(O)ccc(C[C@@H]1[C@@H]2C=CC4O)c35,285.13649347,5462237.0,494.0,0.0,2.0,4.0,0.8
714,MPTP,1,CN1CCC(=CC1)c2ccccc2,173.120449483,1388.0,189.0,0.0,0.0,1.0,2.7
715,naloxone,1,Oc1ccc2C[C@H]3N(CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O)CC=C,327.14705815,5284596.0,594.0,0.0,2.0,5.0,2.1
716,nicotine,1,CN1CCC[C@H]1c2cccnc2,162.115698455,89594.0,147.0,0.0,0.0,2.0,1.2
717,nitrazepam,1,[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3)c2c1,281.08004122,4506.0,452.0,0.0,1.0,4.0,2.2
718,nordazepam,1,Clc1ccc2NC(=O)CN=C(c3ccccc3)c2c1,270.0559907,2997.0,376.0,0.0,1.0,2.0,2.9
719,nortriptyline,1,CNCCC=C1c2ccccc2CCc3ccccc13,263.167399674,4543.0,307.0,0.0,1.0,1.0,4.5
720,orphenadrine,1,CN(C)CCOC(c1ccccc1)c2ccccc2C,269.177964357,4601.0,260.0,0.0,0.0,2.0,3.8
721,Dextromethorphan,1,COc1ccc2C[C@H]3[C@H]4CCCC[C@@]4(CCN3C)c2c1,271.193614421,5360696.0,370.0,0.0,0.0,2.0,3.4
722,Dihydroergotamine,0,CN1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,583.27946930,10531.0,1160.0,0.0,3.0,6.0,2.4
723,Disulfiram,1,CCN(CC)C(=S)SSC(=S)N(CC)CC,296.05093334,3117.0,201.0,0.0,0.0,4.0,3.9
724,Efavirenz,0,FC(F)(F)[C@]1(OC(=O)Nc2ccc(Cl)cc12)C#CC3CC3,-1,,,,,,
725,Enalapril,0,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2CCC[C@H]2C(O)=O,376.19982200,5388962.0,519.0,0.0,2.0,6.0,-0.1
726,Ethambutol,0,CC[C@@H](CO)NCCN[C@@H](CC)CO,204.183778013,14052.0,109.0,0.0,4.0,4.0,-0.1
